Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementPropertyValue(response, ""status"", ""true"")",,,,2022-06-27 20:41:27,2022-06-27 20:41:27,0.061s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC005_Get User Class By User Id/TCC002_Get User Class by User Id (With valid id and inactive class),,,,2022-06-27 20:41:27,2022-06-27 20:41:28,0.904s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC005_Get User Class By User Id/TCC002_Get User Class by User Id (With valid id and inactive class)""))",,,,2022-06-27 20:41:28,2022-06-27 20:41:28,0.455s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-06-27 20:41:28,2022-06-27 20:41:28,0.003s,PASSED
"verifyElementPropertyValue(response, ""status"", ""true"")",,,,2022-06-27 20:41:28,2022-06-27 20:41:28,0.023s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC005_Get User Class By User Id/TCC001_Get User Class by User Id (With valid id and active class),,,,2022-06-27 20:41:28,2022-06-27 20:41:29,0.881s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC005_Get User Class By User Id/TCC001_Get User Class by User Id (With valid id and active class)""))",,,,2022-06-27 20:41:29,2022-06-27 20:41:29,0.421s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-06-27 20:41:29,2022-06-27 20:41:29,0.013s,PASSED
"verifyElementPropertyValue(response, ""status"", ""true"")",,,,2022-06-27 20:41:29,2022-06-27 20:41:29,0.044s,PASSED
